,NARS_S1,NARS_S2,NARS_S3,BFI_S1,BFI_S2,BFI_S3,BFI_S4,BFI_S5,dep,gs3,pa,p1
168,21.0,24.0,13.0,2.125,3.4444444444444446,2.888888888888889,2.5,2.0,01,0.0,-0.7142857142857143,0.0
169,12.0,10.0,6.0,3.125,5.0,5.0,1.0,3.7,01,1.0,0.14285714285714285,0.14285714285714285
170,11.0,17.0,10.0,3.5,2.4444444444444446,4.666666666666667,2.875,3.5,01,-1.2000000000000002,-0.8571428571428571,-0.42857142857142855
171,14.0,19.0,7.0,1.0,3.111111111111111,3.7777777777777777,4.125,4.2,01,0.20000000000000018,0.0,0.42857142857142855
172,9.0,12.0,9.0,3.25,3.111111111111111,4.222222222222221,2.625,3.7,01,0.5999999999999996,0.0,0.7142857142857143
173,13.0,18.0,8.0,4.125,3.888888888888889,4.222222222222221,2.75,4.4,01,-0.20000000000000018,-0.7142857142857143,0.0
26,22.0,14.0,13.0,3.25,2.2222222222222223,3.111111111111111,3.5,3.1,02,-0.7999999999999998,0.0,-0.14285714285714285
27,10.0,12.0,7.0,2.125,4.0,3.555555555555556,2.0,4.5,02,0.40000000000000036,-0.5714285714285714,-0.42857142857142855
28,15.0,15.0,8.0,2.0,2.6666666666666665,3.4444444444444446,2.75,4.6,02,0.0,-0.28571428571428575,-0.7142857142857143
29,12.0,14.0,8.0,1.5,3.6666666666666665,3.333333333333333,1.625,3.4,02,-1.5999999999999996,0.14285714285714285,0.14285714285714285
30,11.0,16.0,3.0,3.625,3.6666666666666665,3.555555555555556,3.25,3.5,02,2.0,0.0,0.14285714285714285
31,11.0,17.0,8.0,1.125,3.333333333333333,3.888888888888889,2.25,3.3,02,-0.3999999999999999,-0.5714285714285714,0.14285714285714285
32,19.0,15.0,7.0,3.5,3.6666666666666665,3.333333333333333,2.25,3.7,02,-1.3999999999999995,0.14285714285714285,0.14285714285714285
33,20.0,16.0,10.0,3.375,3.2222222222222223,3.2222222222222223,2.875,3.1,02,-0.6000000000000001,0.14285714285714285,0.0
34,10.0,13.0,11.0,3.5,1.4444444444444444,1.0,4.428571428571429,1.8,02,1.0,0.0,0.42857142857142855
35,10.0,7.0,3.0,2.0,3.2222222222222223,4.333333333333333,2.125,4.4,02,2.4,-0.28571428571428575,0.42857142857142855
36,16.0,13.0,9.0,2.5,2.6666666666666665,3.0,3.0,2.7,02,0.0,0.2857142857142857,0.14285714285714285
37,9.0,12.0,4.0,4.375,3.4444444444444446,4.0,2.375,4.3,02,2.0,0.0,0.14285714285714285
38,12.0,18.0,9.0,2.375,4.5555555555555545,4.666666666666667,2.5,3.1,02,-0.19999999999999973,-0.14285714285714285,0.0
39,9.0,10.0,7.0,4.125,4.333333333333333,4.111111111111111,1.5,3.1,02,-0.7999999999999998,-0.2857142857142857,-0.14285714285714285
40,18.0,17.0,9.0,3.125,3.2222222222222223,3.111111111111111,2.875,3.1,02,1.2000000000000002,-0.5714285714285714,-0.14285714285714285
41,20.0,16.0,7.0,2.125,4.0,4.5555555555555545,3.25,4.4,02,2.8,-0.7142857142857143,0.0
42,12.0,10.0,7.0,3.25,3.7777777777777777,4.333333333333333,2.5,4.0,02,1.0,-0.2857142857142857,-0.14285714285714285
43,14.0,13.0,7.0,2.625,3.888888888888889,4.333333333333333,2.875,4.1,02,1.7999999999999998,-1.1428571428571428,-0.42857142857142855
44,12.0,13.0,12.0,1.125,3.555555555555556,4.888888888888889,2.5,3.9,02,-0.5999999999999999,-1.4285714285714286,-0.7142857142857143
45,21.0,24.0,12.0,3.0,4.0,4.333333333333333,2.75,2.8,02,-1.7999999999999998,-0.2857142857142857,0.14285714285714285
46,15.0,19.0,10.0,2.0,4.666666666666667,3.2222222222222223,2.0,2.3,02,-1.6,-0.8571428571428572,-0.7142857142857143
47,10.0,11.0,8.0,2.75,4.5555555555555545,4.111111111111111,1.4285714285714286,4.7,02,2.3999999999999995,-0.2857142857142857,-0.14285714285714285
48,15.0,16.0,5.0,2.75,3.888888888888889,4.111111111111111,2.375,3.5,02,-1.0,-0.5714285714285714,-0.42857142857142855
49,18.0,15.0,9.0,3.125,3.7777777777777777,4.5555555555555545,2.0,4.3,02,-0.6000000000000001,-0.5714285714285714,0.14285714285714285
50,11.0,18.0,8.0,3.125,3.6666666666666665,3.111111111111111,4.125,4.2,02,-0.40000000000000036,-0.8571428571428572,-0.7142857142857143
51,12.0,18.0,13.0,3.875,4.333333333333333,4.5555555555555545,2.25,4.2,02,0.19999999999999973,-0.2857142857142857,-0.42857142857142855
52,21.0,21.0,12.0,2.875,4.4444444444444455,5.0,1.875,4.3,02,1.1999999999999997,0.5714285714285714,0.14285714285714285
53,15.0,16.0,14.0,2.75,3.333333333333333,4.333333333333333,4.25,2.7,02,1.4,0.2857142857142857,0.14285714285714285
54,11.0,12.0,8.0,3.25,3.7777777777777777,4.333333333333333,3.75,4.0,02,0.40000000000000036,0.8571428571428572,0.14285714285714285
55,20.0,17.0,7.0,3.5,2.888888888888889,2.888888888888889,3.375,3.4,02,-0.5999999999999996,1.1428571428571428,0.7142857142857143
56,18.0,16.0,6.0,1.875,3.6666666666666665,3.7777777777777777,3.625,2.9,02,1.4000000000000004,0.2857142857142857,-0.14285714285714285
57,11.0,15.0,9.0,2.25,3.6666666666666665,4.888888888888889,2.5,3.3,02,-0.5999999999999996,-0.2857142857142857,0.14285714285714285
58,9.0,13.0,7.0,4.625,4.888888888888889,3.111111111111111,2.75,4.7,02,0.40000000000000036,0.2857142857142857,0.42857142857142855
59,13.0,16.0,10.0,1.25,3.2222222222222223,2.7777777777777777,4.375,3.4,02,0.5999999999999996,-0.8571428571428572,-0.7142857142857143
60,18.0,16.0,9.0,3.0,3.111111111111111,3.111111111111111,3.0,3.2,02,-0.6000000000000001,0.0,-0.14285714285714285
61,14.0,25.0,13.0,2.875,2.888888888888889,5.0,1.0,2.7,02,-0.9999999999999998,0.0,0.14285714285714285
62,17.0,17.0,12.0,2.0,3.333333333333333,4.777777777777779,1.75,3.9,02,0.3999999999999999,0.2857142857142857,0.14285714285714285
63,11.0,18.0,10.0,3.25,3.0,3.6666666666666665,1.75,3.1,02,-0.6000000000000001,-0.5714285714285714,-0.42857142857142855
64,10.0,9.0,10.0,1.0,1.8888888888888888,2.7777777777777777,3.875,3.4,02,0.19999999999999973,-0.2857142857142857,0.14285714285714285
65,20.0,16.0,9.0,3.25,3.2222222222222223,3.0,2.875,2.9,02,0.0,-1.1428571428571428,-0.42857142857142855
66,24.0,22.0,11.0,3.375,4.5555555555555545,5.0,1.125,4.5,02,-2.4000000000000004,0.5714285714285714,-0.14285714285714285
67,18.0,19.0,12.0,1.25,5.0,4.777777777777779,1.625,2.5,02,0.39999999999999947,0.0,0.14285714285714285
68,20.0,14.0,10.0,2.875,2.555555555555556,3.4444444444444446,2.5,2.8,02,-2.0000000000000004,-0.2857142857142857,-0.14285714285714285
69,12.0,15.0,9.0,2.875,2.6666666666666665,2.333333333333333,3.5,2.8,02,0.3999999999999999,-0.2857142857142857,-0.14285714285714285
70,17.0,19.0,14.0,2.625,3.333333333333333,2.555555555555556,1.75,3.5,02,-0.3999999999999999,-0.2857142857142857,-0.14285714285714285
71,22.0,18.0,7.0,3.25,3.2222222222222223,3.0,3.625,3.1,02,0.6000000000000001,-0.14285714285714285,0.0
72,10.0,15.0,9.0,2.375,4.111111111111111,4.777777777777779,3.0,3.7,02,-1.4,-0.8571428571428572,-0.14285714285714285
73,7.0,9.0,5.0,3.375,4.333333333333333,4.5555555555555545,2.25,3.7,02,2.4,0.0,-0.14285714285714285
74,14.0,12.0,6.0,2.75,3.0,4.222222222222221,3.125,3.2,02,0.6000000000000001,0.0,0.14285714285714285
75,20.0,19.0,8.0,4.875,4.666666666666667,4.888888888888889,1.75,4.6,02,-0.40000000000000036,0.14285714285714285,0.0
76,13.0,18.0,9.0,3.75,4.333333333333333,4.5555555555555545,1.25,4.8,02,-2.0,1.4285714285714286,0.7142857142857143
77,19.0,17.0,11.0,3.75,2.888888888888889,4.5555555555555545,4.875,4.7,02,-0.20000000000000018,0.42857142857142855,0.42857142857142855
78,15.0,15.0,11.0,4.25,4.5555555555555545,4.5555555555555545,2.25,2.9,02,-1.6,-0.5714285714285714,0.14285714285714285
79,21.0,20.0,15.0,2.375,4.4444444444444455,4.111111111111111,1.125,2.7,02,-0.40000000000000036,-0.2857142857142857,-0.14285714285714285
80,21.0,23.0,13.0,2.875,3.111111111111111,3.111111111111111,2.875,3.6,02,0.0,0.0,-0.14285714285714285
81,14.0,14.0,5.0,3.5,3.6666666666666665,4.4444444444444455,3.125,4.9,02,0.3999999999999999,0.2857142857142857,0.14285714285714285
111,21.0,19.0,7.0,3.375,3.2222222222222223,2.555555555555556,2.875,3.1,02,-0.40000000000000036,0.2857142857142857,-0.14285714285714285
112,17.0,12.0,6.0,3.875,3.333333333333333,4.5555555555555545,2.25,4.1,02,0.3999999999999999,0.8571428571428572,0.14285714285714285
113,14.0,21.0,13.0,1.125,1.6666666666666667,5.0,2.0,1.9,02,-0.3999999999999999,-0.5714285714285714,-0.42857142857142855
114,17.0,10.0,9.0,3.125,4.0,5.0,1.0,5.0,02,-0.40000000000000036,-0.14285714285714285,0.0
115,12.0,10.0,6.0,2.625,4.0,3.7777777777777777,3.25,4.0,02,0.3999999999999999,0.0,0.14285714285714285
116,14.0,13.0,11.0,2.0,4.222222222222221,3.0,1.5,3.7,02,0.19999999999999973,0.5714285714285714,0.7142857142857143
117,10.0,14.0,7.0,2.125,4.4444444444444455,4.333333333333333,3.625,3.3,02,0.0,0.0,0.0
118,15.0,19.0,10.0,3.625,3.6666666666666665,3.555555555555556,2.25,3.0,02,-1.6,-0.5714285714285714,-0.14285714285714285
119,14.0,17.0,7.0,4.625,5.0,5.0,1.125,4.5,02,-1.0,0.0,0.42857142857142855
120,18.0,18.0,9.0,3.25,3.0,2.888888888888889,3.0,3.1,02,0.20000000000000018,0.5714285714285714,0.7142857142857143
121,11.0,13.0,11.0,3.75,3.888888888888889,4.111111111111111,1.625,4.5,02,-0.7999999999999998,-0.2857142857142857,-0.14285714285714285
122,20.0,16.0,9.0,3.0,3.0,3.111111111111111,2.875,3.2,02,0.3999999999999999,0.14285714285714285,0.14285714285714285
123,17.0,19.0,9.0,3.125,3.333333333333333,3.555555555555556,2.625,3.1,02,-1.2000000000000002,0.2857142857142857,0.14285714285714285
124,9.0,18.0,13.0,3.125,3.2222222222222223,3.555555555555556,3.0,4.6,02,0.0,0.2857142857142857,0.14285714285714285
125,13.0,19.0,10.0,2.25,2.1111111111111107,4.4444444444444455,1.125,4.3,02,1.6,0.42857142857142855,0.42857142857142855
126,21.0,17.0,13.0,5.0,4.888888888888889,5.0,1.25,4.6,02,2.0,0.8571428571428572,0.7142857142857143
127,9.0,17.0,3.0,1.625,2.888888888888889,1.4444444444444444,3.25,4.1,02,-0.5999999999999996,0.5714285714285714,0.14285714285714285
128,8.0,13.0,11.0,3.875,4.111111111111111,4.222222222222221,1.75,3.6,02,0.9999999999999998,1.4285714285714286,0.7142857142857143
129,21.0,19.0,9.0,2.625,3.2222222222222223,2.7777777777777777,3.25,3.2,02,0.7999999999999998,0.5714285714285714,0.7142857142857143
130,11.0,17.0,14.0,2.75,4.666666666666667,5.0,1.0,2.5,02,0.8000000000000003,1.1428571428571428,0.42857142857142855
131,8.0,5.0,3.0,3.5,4.666666666666667,5.0,1.25,4.3,02,1.4,0.2857142857142857,0.14285714285714285
132,13.0,13.0,7.0,4.5,4.333333333333333,4.777777777777779,1.25,4.6,02,-0.40000000000000036,0.5714285714285714,0.14285714285714285
133,13.0,16.0,8.0,4.625,4.5555555555555545,3.2222222222222223,1.875,4.6,02,-0.6000000000000001,0.0,0.14285714285714285
134,9.0,11.0,5.0,4.625,4.0,3.4444444444444446,2.5,4.1,02,-1.0,1.4285714285714286,0.7142857142857143
135,13.0,11.0,6.0,2.625,3.888888888888889,4.333333333333333,1.875,4.3,02,1.2000000000000002,0.5714285714285714,0.14285714285714285
136,23.0,19.0,6.0,3.625,3.2222222222222223,3.2222222222222223,3.5,3.3,02,0.6000000000000001,-0.2857142857142857,-0.14285714285714285
193,23.0,11.0,10.0,3.875,3.6666666666666665,2.6666666666666665,2.75,3.0,02,1.4,-0.5714285714285714,-0.42857142857142855
194,17.0,21.0,11.0,1.75,3.2222222222222223,2.6666666666666665,4.875,2.5,02,-1.9999999999999996,-0.2857142857142857,-0.14285714285714285
195,13.0,15.0,7.0,3.75,4.0,4.0,2.0,4.0,02,1.2000000000000002,-1.4285714285714286,-0.7142857142857143
196,6.0,7.0,3.0,5.0,5.0,5.0,1.0,4.8,02,-0.6000000000000005,-0.2857142857142857,-0.42857142857142855
197,7.0,7.0,5.0,3.5,3.888888888888889,4.777777777777779,1.625,4.6,02,-0.3999999999999999,-0.5714285714285714,-0.42857142857142855
198,10.0,15.0,6.0,2.0,4.222222222222221,3.111111111111111,1.0,3.6,02,0.3999999999999999,0.0,0.42857142857142855
199,19.0,17.0,8.0,3.0,2.888888888888889,3.333333333333333,3.25,3.3,02,-0.5999999999999996,0.8571428571428572,0.14285714285714285
200,7.0,11.0,8.0,3.25,4.0,4.333333333333333,1.5,4.3,02,-0.3999999999999999,0.2857142857142857,0.14285714285714285
201,15.0,15.0,10.0,1.5,3.888888888888889,3.4444444444444446,3.125,4.3,02,-1.2000000000000002,-0.2857142857142857,-0.14285714285714285
202,18.0,18.0,8.0,3.0,2.7777777777777777,3.333333333333333,3.125,3.2,02,0.7999999999999998,0.0,0.14285714285714285
203,18.0,19.0,12.0,1.5,3.111111111111111,3.0,3.125,4.8,02,1.6,0.2857142857142857,-0.14285714285714285
204,9.0,13.0,6.0,2.875,4.222222222222221,5.0,1.25,3.8,02,-0.7999999999999998,0.0,0.14285714285714285
205,13.0,13.0,7.0,2.375,4.333333333333333,2.7777777777777777,2.375,2.9,02,-0.19999999999999973,0.8571428571428571,0.42857142857142855
206,10.0,21.0,8.0,4.125,5.0,3.4444444444444446,1.0,4.7,02,1.5999999999999999,0.8571428571428572,0.7142857142857143
207,11.0,15.0,8.0,4.5,4.5555555555555545,4.888888888888889,1.0,4.5,02,-0.5999999999999996,-0.8571428571428572,-0.7142857142857143
208,18.0,10.0,11.0,5.0,4.888888888888889,5.0,1.0,4.9,02,0.7999999999999998,0.2857142857142857,0.14285714285714285
209,7.0,10.0,3.0,2.125,4.333333333333333,5.0,4.125,4.4,02,0.5999999999999996,0.2857142857142857,0.14285714285714285
210,17.0,17.0,7.0,3.25,3.111111111111111,2.888888888888889,2.875,3.4,02,-0.20000000000000018,0.2857142857142857,0.14285714285714285
211,16.0,11.0,9.0,4.125,4.4444444444444455,4.5555555555555545,1.75,3.9,02,0.20000000000000018,0.14285714285714285,0.14285714285714285
212,16.0,17.0,7.0,1.875,3.4444444444444446,4.222222222222221,3.75,4.7,02,0.0,0.2857142857142857,0.14285714285714285
213,12.0,13.0,5.0,3.5,3.6666666666666665,3.888888888888889,1.75,3.3,02,-1.0,0.8571428571428572,0.7142857142857143
214,22.0,16.0,12.0,2.25,4.222222222222221,3.333333333333333,4.0,3.8,02,-0.7999999999999998,-0.2857142857142857,-0.14285714285714285
215,11.0,12.0,6.0,2.375,4.888888888888889,4.888888888888889,2.125,3.4,02,-0.7999999999999998,0.14285714285714285,0.14285714285714285
216,12.0,14.0,7.0,3.5,5.0,5.0,1.75,3.9,02,1.2000000000000002,-0.8571428571428572,-0.14285714285714285
217,10.0,16.0,5.0,3.625,4.777777777777779,4.888888888888889,4.375,4.8,02,0.20000000000000018,-1.1428571428571428,-0.7142857142857143
218,11.0,10.0,6.0,3.125,4.0,4.222222222222221,4.125,3.2,02,0.7999999999999998,-0.14285714285714285,0.0
219,7.0,16.0,7.0,4.25,2.555555555555556,4.666666666666667,1.0,4.7,02,1.0,0.8571428571428572,0.7142857142857143
220,7.0,10.0,7.0,4.375,4.888888888888889,4.888888888888889,1.0,4.6,02,1.0,0.2857142857142857,0.14285714285714285
221,18.0,20.0,8.0,2.0,3.888888888888889,2.6666666666666665,3.875,4.0,02,-1.6,-0.2857142857142857,-0.14285714285714285
