,ri,ir,rh,hr,hi,ih
60,0.0,1.0,0.8571428571428571,0.14285714285714285,0.14285714285714285,0.8571428571428571
61,0.0,1.0,0.8571428571428571,0.14285714285714285,0.0,1.0
62,0.5,0.5,1.0,0.0,0.2857142857142857,0.7142857142857143
63,0.6666666666666666,0.3333333333333333,1.0,0.0,0.0,1.0
64,0.5,0.5,0.5714285714285714,0.42857142857142855,0.7142857142857143,0.2857142857142857
65,0.0,1.0,1.0,0.0,0.42857142857142855,0.5714285714285714
66,0.8333333333333334,0.16666666666666666,0.5714285714285714,0.42857142857142855,0.14285714285714285,0.8571428571428571
67,0.5,0.5,0.7142857142857143,0.2857142857142857,0.5714285714285714,0.42857142857142855
68,1.0,0.0,0.42857142857142855,0.5714285714285714,0.14285714285714285,0.8571428571428571
69,0.3333333333333333,0.6666666666666666,0.42857142857142855,0.5714285714285714,0.5714285714285714,0.42857142857142855
70,0.3333333333333333,0.6666666666666666,0.7142857142857143,0.2857142857142857,0.7142857142857143,0.2857142857142857
71,0.5,0.5,1.0,0.0,0.42857142857142855,0.5714285714285714
72,0.5,0.5,0.8571428571428571,0.14285714285714285,0.42857142857142855,0.5714285714285714
73,0.6666666666666666,0.3333333333333333,0.8571428571428571,0.14285714285714285,0.2857142857142857,0.7142857142857143
74,0.3333333333333333,0.6666666666666666,0.7142857142857143,0.2857142857142857,0.42857142857142855,0.5714285714285714
75,1.0,0.0,0.8571428571428571,0.14285714285714285,0.5714285714285714,0.42857142857142855
76,0.5,0.5,1.0,0.0,0.2857142857142857,0.7142857142857143
77,0.5,0.5,0.8571428571428571,0.14285714285714285,0.7142857142857143,0.2857142857142857
78,0.0,1.0,0.7142857142857143,0.2857142857142857,0.2857142857142857,0.7142857142857143
79,0.5,0.5,0.7142857142857143,0.2857142857142857,0.8571428571428571,0.14285714285714285
80,0.6666666666666666,0.3333333333333333,0.5714285714285714,0.42857142857142855,0.14285714285714285,0.8571428571428571
81,0.0,1.0,0.8571428571428571,0.14285714285714285,0.42857142857142855,0.5714285714285714
82,0.8333333333333334,0.16666666666666666,0.5714285714285714,0.42857142857142855,0.5714285714285714,0.42857142857142855
83,0.6666666666666666,0.3333333333333333,0.8571428571428571,0.14285714285714285,0.2857142857142857,0.7142857142857143
84,0.3333333333333333,0.6666666666666666,0.7142857142857143,0.2857142857142857,0.2857142857142857,0.7142857142857143
85,0.5,0.5,0.8571428571428571,0.14285714285714285,0.7142857142857143,0.2857142857142857
86,0.3333333333333333,0.6666666666666666,0.42857142857142855,0.5714285714285714,0.14285714285714285,0.8571428571428571
87,0.5,0.5,0.8571428571428571,0.14285714285714285,0.42857142857142855,0.5714285714285714
88,1.0,0.0,1.0,0.0,0.0,1.0
89,1.0,0.0,0.8571428571428571,0.14285714285714285,0.2857142857142857,0.7142857142857143
90,0.5,0.5,0.8571428571428571,0.14285714285714285,0.14285714285714285,0.8571428571428571
91,1.0,0.0,0.8571428571428571,0.14285714285714285,0.7142857142857143,0.2857142857142857
92,0.3333333333333333,0.6666666666666666,0.5714285714285714,0.42857142857142855,0.5714285714285714,0.42857142857142855
93,0.8333333333333334,0.16666666666666666,0.2857142857142857,0.7142857142857143,0.42857142857142855,0.5714285714285714
94,0.6666666666666666,0.3333333333333333,0.5714285714285714,0.42857142857142855,0.42857142857142855,0.5714285714285714
95,0.3333333333333333,0.6666666666666666,0.8571428571428571,0.14285714285714285,0.14285714285714285,0.8571428571428571
96,0.16666666666666666,0.8333333333333334,0.8571428571428571,0.14285714285714285,0.5714285714285714,0.42857142857142855
97,0.3333333333333333,0.6666666666666666,1.0,0.0,0.42857142857142855,0.5714285714285714
98,0.5,0.5,0.7142857142857143,0.2857142857142857,0.7142857142857143,0.2857142857142857
99,0.6666666666666666,0.3333333333333333,1.0,0.0,1.0,0.0
100,0.6666666666666666,0.3333333333333333,0.8571428571428571,0.14285714285714285,0.0,1.0
101,0.8333333333333334,0.16666666666666666,0.42857142857142855,0.5714285714285714,0.5714285714285714,0.42857142857142855
102,0.5,0.5,0.42857142857142855,0.5714285714285714,0.7142857142857143,0.2857142857142857
103,0.6666666666666666,0.3333333333333333,0.14285714285714285,0.8571428571428571,0.42857142857142855,0.5714285714285714
104,0.3333333333333333,0.6666666666666666,1.0,0.0,,
105,0.3333333333333333,0.6666666666666666,0.5714285714285714,0.42857142857142855,,
106,0.8333333333333334,0.16666666666666666,0.8571428571428571,0.14285714285714285,,
107,0.8333333333333334,0.16666666666666666,0.42857142857142855,0.5714285714285714,,
108,0.16666666666666666,0.8333333333333334,0.7142857142857143,0.2857142857142857,,
109,0.6666666666666666,0.3333333333333333,0.2857142857142857,0.7142857142857143,,
110,0.3333333333333333,0.6666666666666666,0.7142857142857143,0.2857142857142857,,
111,,,0.8571428571428571,0.14285714285714285,,
112,,,0.8571428571428571,0.14285714285714285,,
113,,,0.7142857142857143,0.2857142857142857,,
114,,,0.8571428571428571,0.14285714285714285,,
115,,,0.5714285714285714,0.42857142857142855,,
